generation,field_name,levenshtein_similarity,cosine_similarity
0,company_name,1.0,0.9999999403953552
0,contact_person_name,0.0,0.25598499178886414
0,contact_person_role,0.19999999999999996,0.13142850995063782
0,contact_person_email,0.11764705882352944,0.14504989981651306
0,contact_person_phone,0.0,0.18027251958847046
0,is_decision_maker,0.25,0.20541530847549438
0,industry,0.09090909090909094,0.11627081036567688
0,address,0.07317073170731703,0.07929655909538269
0,purpose_of_request,0.030000000000000027,0.012278717011213303
0,lead_source,0.04109589041095896,0.12953141331672668
0,worked_with_ur_before,0.07843137254901966,0.04392417147755623
0,in_house_automation_resources_description,0.025423728813559365,0.08406512439250946
0,in_house_team_skill_level,0.025423728813559365,0.08168738335371017
0,installation_responsibility,0.5,0.7693348526954651
0,preferred_installation_timeline,0.25,0.30127355456352234
0,deployment_process_preference,0.08870967741935487,0.17168645560741425
0,application_description,0.019736842105263164,0.01780388504266739
0,application_criticality,0.3278688524590164,0.5120100975036621
0,application_type_and_sub_type,0.030303030303030276,0.07862094044685364
0,part_variety_description,0.03260869565217395,0.12243176996707916
0,part_dimensions_description,0.05769230769230771,0.06596674770116806
0,part_weight_description,0.050000000000000044,0.21848389506340027
0,desired_throughput,0.03797468354430378,0.2419222593307495
0,budget_for_project,0.03157894736842104,0.2064186930656433
0,project_completion_timeline_ideal,0.031746031746031744,0.052788421511650085
0,project_timeline_constraints,0.02857142857142858,0.07247522473335266
0,key_decision_makers_description,0.020000000000000018,0.05961101874709129
0,company_history_summary,0.2596685082872928,0.9177964925765991
0,key_stakeholders_summary,0.021276595744680882,0.01450866274535656
0,company_differentiation_summary,0.02238805970149249,0.03506779298186302
0,primary_products_services_summary,0.5535714285714286,0.844618558883667
0,innovation_approach_summary,0.02400000000000002,0.03804227337241173
1,company_name,1.0,0.9999999403953552
1,contact_person_name,0.0,0.25598499178886414
1,contact_person_role,0.19999999999999996,0.13142850995063782
1,contact_person_email,0.11764705882352944,0.14504989981651306
1,contact_person_phone,0.0,0.18027251958847046
1,is_decision_maker,0.25,0.20541530847549438
1,industry,0.18181818181818177,0.429204523563385
1,address,0.07317073170731703,0.07929655909538269
1,purpose_of_request,0.20999999999999996,0.5259435772895813
1,lead_source,0.04109589041095896,0.12953141331672668
1,worked_with_ur_before,0.07843137254901966,0.04392417147755623
1,in_house_automation_resources_description,0.025423728813559365,0.08406512439250946
1,in_house_team_skill_level,0.05084745762711862,0.08329130709171295
1,installation_responsibility,0.02941176470588236,0.00268387608230114
1,preferred_installation_timeline,0.07999999999999996,0.17373763024806976
1,deployment_process_preference,0.024193548387096753,-0.023383628576993942
1,application_description,0.019736842105263164,0.01780388504266739
1,application_criticality,0.053333333333333344,0.42439836263656616
1,application_type_and_sub_type,0.030303030303030276,0.07862094044685364
1,part_variety_description,0.03260869565217395,0.12243176996707916
1,part_dimensions_description,0.05769230769230771,0.06596674770116806
1,part_weight_description,0.050000000000000044,0.21848389506340027
1,desired_throughput,0.03797468354430378,0.2419222593307495
1,budget_for_project,0.03157894736842104,0.2064186930656433
1,project_completion_timeline_ideal,0.031746031746031744,0.052788421511650085
1,project_timeline_constraints,0.02857142857142858,0.07247522473335266
1,key_decision_makers_description,0.2666666666666667,0.3929782807826996
1,company_history_summary,0.2596685082872928,0.9177964925765991
1,key_stakeholders_summary,0.021276595744680882,0.01450866274535656
1,company_differentiation_summary,0.02238805970149249,0.03506779298186302
1,primary_products_services_summary,0.36170212765957444,0.6607876420021057
1,innovation_approach_summary,0.02400000000000002,0.03804227337241173
2,company_name,1.0,0.9999999403953552
2,contact_person_name,0.0,0.25598499178886414
2,contact_person_role,0.19999999999999996,0.13142850995063782
2,contact_person_email,0.11764705882352944,0.14504989981651306
2,contact_person_phone,0.0,0.18027251958847046
2,is_decision_maker,0.25,0.20541530847549438
2,industry,0.09090909090909094,0.11627081036567688
2,address,0.07317073170731703,0.07929655909538269
2,purpose_of_request,0.030000000000000027,0.012278717011213303
2,lead_source,0.04109589041095896,0.12953141331672668
2,worked_with_ur_before,0.07843137254901966,0.04392417147755623
2,in_house_automation_resources_description,0.27118644067796616,0.5080113410949707
2,in_house_team_skill_level,0.025423728813559365,0.08168738335371017
2,installation_responsibility,0.02941176470588236,0.00268387608230114
2,preferred_installation_timeline,0.07999999999999996,0.17373763024806976
2,deployment_process_preference,0.024193548387096753,-0.023383628576993942
2,application_description,0.019736842105263164,0.01780388504266739
2,application_criticality,0.040000000000000036,0.212088942527771
2,application_type_and_sub_type,0.030303030303030276,0.07862094044685364
2,part_variety_description,0.03260869565217395,0.12243176996707916
2,part_dimensions_description,0.05769230769230771,0.06596674770116806
2,part_weight_description,0.050000000000000044,0.21848389506340027
2,desired_throughput,0.03797468354430378,0.2419222593307495
2,budget_for_project,0.03157894736842104,0.2064186930656433
2,project_completion_timeline_ideal,0.031746031746031744,0.052788421511650085
2,project_timeline_constraints,0.02857142857142858,0.07247522473335266
2,key_decision_makers_description,0.2866666666666666,0.43273821473121643
2,company_history_summary,0.2596685082872928,0.9177964925765991
2,key_stakeholders_summary,0.021276595744680882,0.01450866274535656
2,company_differentiation_summary,0.02238805970149249,0.03506779298186302
2,primary_products_services_summary,0.25668449197860965,0.5360479950904846
2,innovation_approach_summary,0.02400000000000002,0.03804227337241173
3,company_name,1.0,0.9999999403953552
3,contact_person_name,0.0,0.25598499178886414
3,contact_person_role,1.0,1.0
3,contact_person_email,0.11764705882352944,0.14504989981651306
3,contact_person_phone,0.0,0.18027251958847046
3,is_decision_maker,0.25,0.20541530847549438
3,industry,0.09090909090909094,0.11627081036567688
3,address,0.07317073170731703,0.07929655909538269
3,purpose_of_request,0.030000000000000027,0.012278717011213303
3,lead_source,0.04109589041095896,0.12953141331672668
3,worked_with_ur_before,0.07843137254901966,0.04392417147755623
3,in_house_automation_resources_description,0.025423728813559365,0.08406512439250946
3,in_house_team_skill_level,0.025423728813559365,0.08168738335371017
3,installation_responsibility,0.02941176470588236,0.00268387608230114
3,preferred_installation_timeline,0.07999999999999996,0.17373763024806976
3,deployment_process_preference,0.024193548387096753,-0.023383628576993942
3,application_description,0.019736842105263164,0.01780388504266739
3,application_criticality,0.040000000000000036,0.212088942527771
3,application_type_and_sub_type,0.030303030303030276,0.07862094044685364
3,part_variety_description,0.03260869565217395,0.12243176996707916
3,part_dimensions_description,0.05769230769230771,0.06596674770116806
3,part_weight_description,0.050000000000000044,0.21848389506340027
3,desired_throughput,0.03797468354430378,0.2419222593307495
3,budget_for_project,0.03157894736842104,0.2064186930656433
3,project_completion_timeline_ideal,0.031746031746031744,0.052788421511650085
3,project_timeline_constraints,0.02857142857142858,0.07247522473335266
3,key_decision_makers_description,0.020000000000000018,0.05961101874709129
3,company_history_summary,0.2596685082872928,0.9177964925765991
3,key_stakeholders_summary,0.021276595744680882,0.01450866274535656
3,company_differentiation_summary,0.02238805970149249,0.03506779298186302
3,primary_products_services_summary,0.25668449197860965,0.5360479950904846
3,innovation_approach_summary,0.02400000000000002,0.03804227337241173
4,company_name,1.0,0.9999999403953552
4,contact_person_name,0.0,0.25598499178886414
4,contact_person_role,0.19999999999999996,0.13142850995063782
4,contact_person_email,0.11764705882352944,0.14504989981651306
4,contact_person_phone,0.0,0.18027251958847046
4,is_decision_maker,0.25,0.20541530847549438
4,industry,0.09090909090909094,0.11627081036567688
4,address,0.07317073170731703,0.07929655909538269
4,purpose_of_request,0.030000000000000027,0.012278717011213303
4,lead_source,0.04109589041095896,0.12953141331672668
4,worked_with_ur_before,0.07843137254901966,0.04392417147755623
4,in_house_automation_resources_description,0.025423728813559365,0.08406512439250946
4,in_house_team_skill_level,0.025423728813559365,0.08168738335371017
4,installation_responsibility,0.02941176470588236,0.00268387608230114
4,preferred_installation_timeline,0.07999999999999996,0.17373763024806976
4,deployment_process_preference,0.024193548387096753,-0.023383628576993942
4,application_description,0.25,0.3312986493110657
4,application_criticality,0.040000000000000036,0.212088942527771
4,application_type_and_sub_type,0.030303030303030276,0.07862094044685364
4,part_variety_description,0.03260869565217395,0.12243176996707916
4,part_dimensions_description,0.05769230769230771,0.06596674770116806
4,part_weight_description,0.050000000000000044,0.21848389506340027
4,desired_throughput,0.03797468354430378,0.2419222593307495
4,budget_for_project,0.17894736842105263,0.02821647934615612
4,project_completion_timeline_ideal,0.031746031746031744,0.052788421511650085
4,project_timeline_constraints,0.02857142857142858,0.07247522473335266
4,key_decision_makers_description,0.020000000000000018,0.05961101874709129
4,company_history_summary,0.2596685082872928,0.9177964925765991
4,key_stakeholders_summary,0.021276595744680882,0.01450866274535656
4,company_differentiation_summary,0.02238805970149249,0.03506779298186302
4,primary_products_services_summary,0.25668449197860965,0.5360479950904846
4,innovation_approach_summary,0.02400000000000002,0.03804227337241173
5,company_name,1.0,1.0
5,contact_person_name,0.0,0.25598499178886414
5,contact_person_role,0.19999999999999996,0.13142848014831543
5,contact_person_email,0.11764705882352944,0.14504998922348022
5,contact_person_phone,0.0,0.18027275800704956
5,is_decision_maker,0.25,0.20541517436504364
5,industry,0.18181818181818177,0.27627336978912354
5,address,0.07317073170731703,0.07929660379886627
5,purpose_of_request,0.030000000000000027,0.012278604321181774
5,lead_source,0.04109589041095896,0.12953133881092072
5,worked_with_ur_before,0.07843137254901966,0.04392426460981369
5,in_house_automation_resources_description,0.025423728813559365,0.08406504988670349
5,in_house_team_skill_level,0.025423728813559365,0.08168734610080719
5,installation_responsibility,0.02941176470588236,0.002683781087398529
5,preferred_installation_timeline,0.07999999999999996,0.17373760044574738
5,deployment_process_preference,0.024193548387096753,-0.023383837193250656
5,application_description,0.019736842105263164,0.017803804948925972
5,application_criticality,0.040000000000000036,0.21208879351615906
5,application_type_and_sub_type,0.030303030303030276,0.07862095534801483
5,part_variety_description,0.03260869565217395,0.12243186682462692
5,part_dimensions_description,0.05769230769230771,0.06596686691045761
5,part_weight_description,0.050000000000000044,0.21848389506340027
5,desired_throughput,0.03797468354430378,0.2419223189353943
5,budget_for_project,0.03157894736842104,0.20641863346099854
5,project_completion_timeline_ideal,0.031746031746031744,0.05278830975294113
5,project_timeline_constraints,0.02857142857142858,0.07247516512870789
5,key_decision_makers_description,0.020000000000000018,0.059610940515995026
5,company_history_summary,0.3829787234042553,0.7854799032211304
5,key_stakeholders_summary,0.021276595744680882,0.01450863666832447
5,company_differentiation_summary,0.35820895522388063,0.47945815324783325
5,primary_products_services_summary,0.3090909090909091,0.5196181535720825
5,innovation_approach_summary,0.264,0.45646679401397705
6,company_name,1.0,0.9999999403953552
6,contact_person_name,0.0,0.25598496198654175
6,contact_person_role,0.19999999999999996,0.13142842054367065
6,contact_person_email,0.11764705882352944,0.14504995942115784
6,contact_person_phone,0.0,0.18027269840240479
6,is_decision_maker,0.25,0.20541514456272125
6,industry,0.09090909090909094,0.11627086251974106
6,address,0.07317073170731703,0.07929664850234985
6,purpose_of_request,0.030000000000000027,0.012278679758310318
6,lead_source,0.04109589041095896,0.1295313537120819
6,worked_with_ur_before,0.07843137254901966,0.04392417520284653
6,in_house_automation_resources_description,0.025423728813559365,0.08406504988670349
6,in_house_team_skill_level,0.025423728813559365,0.08168727904558182
6,installation_responsibility,0.02941176470588236,0.0026837140321731567
6,preferred_installation_timeline,0.07999999999999996,0.17373749613761902
6,deployment_process_preference,0.024193548387096753,-0.023383837193250656
6,application_description,0.019736842105263164,0.017803775146603584
6,application_criticality,0.040000000000000036,0.21208885312080383
6,application_type_and_sub_type,0.030303030303030276,0.07862085103988647
6,part_variety_description,0.03260869565217395,0.12243182957172394
6,part_dimensions_description,0.05769230769230771,0.0659668892621994
6,part_weight_description,0.050000000000000044,0.21848401427268982
6,desired_throughput,0.03797468354430378,0.2419223189353943
6,budget_for_project,0.03157894736842104,0.20641863346099854
6,project_completion_timeline_ideal,0.031746031746031744,0.05278831720352173
6,project_timeline_constraints,0.02857142857142858,0.07247516512870789
6,key_decision_makers_description,0.020000000000000018,0.059610940515995026
6,company_history_summary,0.32098765432098764,0.7262774705886841
6,key_stakeholders_summary,0.021276595744680882,0.014508630149066448
6,company_differentiation_summary,0.02238805970149249,0.03506768122315407
6,primary_products_services_summary,0.3090909090909091,0.5196182131767273
6,innovation_approach_summary,0.2578947368421053,0.4127946197986603
7,company_name,0.9230769230769231,0.9843159317970276
7,contact_person_name,0.0,0.25598499178886414
7,contact_person_role,0.19999999999999996,0.13142848014831543
7,contact_person_email,0.11764705882352944,0.14504998922348022
7,contact_person_phone,0.0,0.18027275800704956
7,is_decision_maker,0.25,0.20541517436504364
7,industry,0.09090909090909094,0.11627086997032166
7,address,0.07317073170731703,0.07929660379886627
7,purpose_of_request,0.030000000000000027,0.012278604321181774
7,lead_source,0.04109589041095896,0.12953133881092072
7,worked_with_ur_before,0.07843137254901966,0.04392426460981369
7,in_house_automation_resources_description,0.025423728813559365,0.08406504988670349
7,in_house_team_skill_level,0.025423728813559365,0.08168734610080719
7,installation_responsibility,0.02941176470588236,0.002683781087398529
7,preferred_installation_timeline,0.07999999999999996,0.17373760044574738
7,deployment_process_preference,0.024193548387096753,-0.023383837193250656
7,application_description,0.24342105263157898,0.4263884723186493
7,application_criticality,0.040000000000000036,0.21208879351615906
7,application_type_and_sub_type,0.030303030303030276,0.07862095534801483
7,part_variety_description,0.03260869565217395,0.12243186682462692
7,part_dimensions_description,0.05769230769230771,0.06596686691045761
7,part_weight_description,0.050000000000000044,0.21848389506340027
7,desired_throughput,0.03797468354430378,0.2419223189353943
7,budget_for_project,0.03157894736842104,0.20641863346099854
7,project_completion_timeline_ideal,0.031746031746031744,0.05278830975294113
7,project_timeline_constraints,0.02857142857142858,0.07247516512870789
7,key_decision_makers_description,0.020000000000000018,0.059610940515995026
7,company_history_summary,0.32098765432098764,0.7262775301933289
7,key_stakeholders_summary,0.021276595744680882,0.01450863666832447
7,company_differentiation_summary,0.02238805970149249,0.03506777435541153
7,primary_products_services_summary,0.3090909090909091,0.5196181535720825
7,innovation_approach_summary,0.02400000000000002,0.038042329251766205
8,company_name,1.0,1.0
8,contact_person_name,0.0,0.25598499178886414
8,contact_person_role,0.19999999999999996,0.13142848014831543
8,contact_person_email,0.11764705882352944,0.14504998922348022
8,contact_person_phone,0.0,0.18027275800704956
8,is_decision_maker,0.25,0.20541517436504364
8,industry,0.09090909090909094,0.11627086997032166
8,address,0.07317073170731703,0.07929660379886627
8,purpose_of_request,0.030000000000000027,0.012278604321181774
8,lead_source,0.04109589041095896,0.12953133881092072
8,worked_with_ur_before,0.07843137254901966,0.04392426460981369
8,in_house_automation_resources_description,0.025423728813559365,0.08406504988670349
8,in_house_team_skill_level,0.025423728813559365,0.08168734610080719
8,installation_responsibility,0.02941176470588236,0.002683781087398529
8,preferred_installation_timeline,0.07999999999999996,0.17373760044574738
8,deployment_process_preference,0.024193548387096753,-0.023383837193250656
8,application_description,0.019736842105263164,0.017803804948925972
8,application_criticality,0.040000000000000036,0.21208879351615906
8,application_type_and_sub_type,0.10606060606060608,0.22975343465805054
8,part_variety_description,0.03260869565217395,0.12243186682462692
8,part_dimensions_description,0.05769230769230771,0.06596686691045761
8,part_weight_description,0.050000000000000044,0.21848389506340027
8,desired_throughput,0.03797468354430378,0.2419223189353943
8,budget_for_project,0.03157894736842104,0.20641863346099854
8,project_completion_timeline_ideal,0.031746031746031744,0.05278830975294113
8,project_timeline_constraints,0.02857142857142858,0.07247516512870789
8,key_decision_makers_description,0.2466666666666667,0.15951471030712128
8,company_history_summary,0.32098765432098764,0.7262775301933289
8,key_stakeholders_summary,0.021276595744680882,0.01450863666832447
8,company_differentiation_summary,0.02238805970149249,0.03506777435541153
8,primary_products_services_summary,0.3275862068965517,0.6051591634750366
8,innovation_approach_summary,0.02400000000000002,0.038042329251766205
9,company_name,1.0,1.0
9,contact_person_name,0.0,0.25598499178886414
9,contact_person_role,0.19999999999999996,0.13142848014831543
9,contact_person_email,0.11764705882352944,0.14504998922348022
9,contact_person_phone,0.0,0.18027275800704956
9,is_decision_maker,0.25,0.20541517436504364
9,industry,0.09090909090909094,0.11627086997032166
9,address,0.07317073170731703,0.07929660379886627
9,purpose_of_request,0.030000000000000027,0.012278604321181774
9,lead_source,0.04109589041095896,0.12953133881092072
9,worked_with_ur_before,0.07843137254901966,0.04392426460981369
9,in_house_automation_resources_description,0.025423728813559365,0.08406504988670349
9,in_house_team_skill_level,0.025423728813559365,0.08168734610080719
9,installation_responsibility,0.02941176470588236,0.002683781087398529
9,preferred_installation_timeline,0.07999999999999996,0.17373760044574738
9,deployment_process_preference,0.024193548387096753,-0.023383837193250656
9,application_description,0.019736842105263164,0.017803804948925972
9,application_criticality,0.040000000000000036,0.21208879351615906
9,application_type_and_sub_type,0.030303030303030276,0.07862095534801483
9,part_variety_description,0.03260869565217395,0.12243186682462692
9,part_dimensions_description,0.05769230769230771,0.06596686691045761
9,part_weight_description,0.050000000000000044,0.21848389506340027
9,desired_throughput,0.03797468354430378,0.2419223189353943
9,budget_for_project,0.03157894736842104,0.20641863346099854
9,project_completion_timeline_ideal,0.031746031746031744,0.05278830975294113
9,project_timeline_constraints,0.02857142857142858,0.07247516512870789
9,key_decision_makers_description,0.28,0.20984184741973877
9,company_history_summary,0.32098765432098764,0.7262775301933289
9,key_stakeholders_summary,0.021276595744680882,0.01450863666832447
9,company_differentiation_summary,0.02238805970149249,0.03506777435541153
9,primary_products_services_summary,0.34042553191489366,0.5281282663345337
9,innovation_approach_summary,0.256,0.454126238822937
